id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,log_saleprice
536,531363050,20,RL,63.0,7500,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,1158.0,1158.0,GasA,2,Y,4,1158,0,0,1158,0,0,1,1,3,1,3,5,7,0,0,NA,0,0,0.0,0,0,2,0,50,0,0,0,0,0,8,2009,WD ,143500,11.874090314181814
43,528138020,20,RL,79.0,14122,Pave,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,3,2,PConc,5,3,1,6,28.0,1,0.0,1794.0,1822.0,GasA,2,Y,4,1822,0,0,1822,0,0,2,0,3,1,4,8,7,1,4,Attchd,2,3,678.0,3,3,2,0,119,0,0,0,0,0,2,2010,WD ,259000,12.464583340681674
2223,909428120,20,RL,60.0,21000,Pave,3,Bnk,3,Corner,2,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,2,3,CBlock,4,3,2,5,35.0,3,869.0,905.0,1809.0,GasA,3,Y,4,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,4,Basment,1,2,450.0,3,3,2,166,120,192,0,0,0,0,10,2007,COD,217000,12.287652632522597
2009,903206170,50,RL,70.0,8737,Pave,2,Bnk,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,GasA,2,Y,3,915,720,0,1635,0,0,1,1,3,1,2,6,7,1,4,Detchd,1,2,440.0,3,3,2,0,38,0,144,0,0,0,5,2007,WD ,210000,12.254862809699606
394,527402220,20,RL,60.0,8750,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,2,2,CBlock,3,3,1,4,828.0,1,0.0,174.0,1002.0,GasA,2,Y,4,1002,0,0,1002,1,0,1,0,3,1,2,5,7,0,0,Detchd,1,2,902.0,3,3,2,0,0,0,0,0,0,0,8,2009,WD ,148500,11.908340237224891
1738,528222050,60,RL,73.0,8499,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,616.0,616.0,GasA,2,Y,4,616,796,0,1412,0,0,2,1,3,1,3,6,7,1,4,BuiltIn,3,2,432.0,3,3,2,0,36,0,0,0,0,0,3,2007,New,156932,11.963567869487337
1196,534225110,90,RL,72.0,11072,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1728.0,1728.0,GasA,2,Y,4,1728,0,0,1728,0,0,2,0,6,2,2,10,7,0,0,Detchd,1,2,576.0,3,3,2,0,0,0,0,0,0,0,11,2008,WD ,145000,11.884489021402711
828,906380210,20,RL,64.0,6762,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,902.0,1,0.0,380.0,1282.0,GasA,2,Y,4,1290,0,0,1290,1,0,2,0,2,1,3,6,7,1,4,Attchd,2,2,662.0,3,3,2,168,0,0,0,0,0,0,5,2009,WD ,200000,12.206072645530174
1694,528106110,20,RL,105.0,15431,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,4,2,PConc,5,3,4,6,1430.0,1,0.0,564.0,1994.0,GasA,2,Y,4,2046,0,0,2046,1,0,2,1,2,1,4,7,7,2,4,Attchd,3,3,878.0,3,3,2,188,65,0,0,175,0,0,8,2007,WD ,450000,13.017002861746503
571,533213040,160,FV,34.0,3230,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,2,2,PConc,4,3,1,6,381.0,1,0.0,348.0,729.0,GasA,2,Y,4,742,729,0,1471,0,0,2,1,3,1,2,6,7,0,0,Detchd,1,2,440.0,3,3,2,0,24,0,0,0,0,0,3,2009,WD ,172500,12.058152515453552
1192,534177180,60,RL,90.0,10800,Pave,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,5,956.0,3,182.0,384.0,1522.0,GasA,2,Y,4,1548,1066,0,2614,0,0,2,1,4,1,2,9,7,1,3,Attchd,2,2,624.0,3,3,2,38,243,0,0,0,0,0,6,2008,WD ,240000,12.388394202324129
1806,528482090,60,FV,102.0,11143,Pave,2,Lvl,3,Corner,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1580.0,1580.0,GasA,2,Y,4,1580,886,0,2466,0,0,3,0,4,1,3,8,7,1,4,Attchd,2,2,610.0,3,3,2,159,214,0,0,0,0,0,12,2007,WD ,340000,12.736700896592344
962,916386140,20,RL,73.0,8925,Pave,2,HLS,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,16.0,1,0.0,1450.0,1466.0,GasA,2,Y,4,1466,0,0,1466,0,0,2,0,3,1,3,7,7,0,0,Attchd,3,3,610.0,3,3,2,100,18,0,0,0,0,0,7,2009,WD ,201000,12.211060187041213
2142,907203110,20,RL,120.0,10356,Pave,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,3,4,716.0,1,0.0,253.0,969.0,GasA,2,Y,4,969,0,0,969,0,0,1,1,3,1,2,5,7,0,0,Attchd,1,2,440.0,3,3,2,0,0,0,0,0,0,0,1,2007,WD ,122000,11.711776323715394
1648,527302090,20,RL,93.0,12299,Pave,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,2,2,CBlock,4,3,1,6,1328.0,1,0.0,201.0,1529.0,GasA,2,Y,4,1664,0,0,1664,1,0,2,0,3,1,3,7,7,1,3,Attchd,3,2,663.0,3,3,2,0,0,0,0,0,0,0,9,2007,WD ,213000,12.269047444691562
618,534475250,20,RL,90.0,9900,Pave,3,Lvl,3,Inside,2,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,3,2,CBlock,3,3,1,3,1173.0,1,0.0,507.0,1680.0,GasA,2,Y,4,1691,0,0,1691,1,0,1,0,2,1,2,5,7,0,0,Attchd,1,2,550.0,4,3,2,0,67,260,0,0,0,0,4,2009,WD ,175000,12.072541252905651
2108,906380200,20,RL,64.0,6762,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,2,PConc,4,3,1,6,664.0,1,0.0,544.0,1208.0,GasA,2,Y,4,1208,0,0,1208,1,0,2,0,2,1,3,6,7,0,0,Attchd,2,2,628.0,3,3,2,105,54,0,0,0,0,0,9,2007,New,195400,12.182804018590819
772,905103070,20,RL,75.0,11625,Pave,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,2,2,CBlock,3,3,1,4,527.0,1,0.0,525.0,1052.0,GasA,2,Y,4,1052,0,0,1052,0,0,1,1,3,1,2,6,7,1,1,Attchd,3,1,668.0,3,3,2,0,215,0,0,0,0,0,4,2009,WD ,113500,11.639558115903595
2672,903202120,50,RL,65.0,6435,Pave,3,Lvl,3,Inside,2,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,GasA,2,Y,4,972,605,0,1577,0,0,1,0,3,1,1,6,7,1,4,Detchd,1,1,312.0,3,3,2,0,0,0,0,0,0,0,10,2006,WD ,140200,11.850825253582627
2492,532376180,20,RL,65.0,8450,Pave,3,Lvl,3,Inside,2,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,2,2,CBlock,3,3,1,4,162.0,3,270.0,450.0,882.0,GasA,2,Y,4,909,0,0,909,0,0,1,0,3,1,2,5,7,0,0,Attchd,1,1,294.0,3,3,2,0,155,0,0,0,0,0,11,2006,COD,116000,11.661345470088502
2903,921205050,20,RL,88.0,11577,Pave,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,4,2,PConc,4,3,4,6,1455.0,1,0.0,383.0,1838.0,GasA,2,Y,4,1838,0,0,1838,1,0,2,0,3,1,4,9,7,1,4,Attchd,3,3,682.0,3,3,2,161,225,0,0,0,0,0,9,2006,New,359900,12.793581494067123
2783,907201160,60,RL,50.0,8340,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,2,2,CBlock,4,3,3,6,509.0,1,0.0,166.0,675.0,GasA,2,Y,4,686,702,0,1388,0,0,1,1,3,1,2,6,7,0,0,Attchd,1,1,317.0,3,3,2,406,36,0,0,0,0,0,12,2006,WD ,157500,11.967180737247824
786,905401100,20,RL,60.0,10708,Pave,2,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,1,2,379.0,4,768.0,470.0,1617.0,GasA,2,Y,3,1867,0,0,1867,1,0,1,0,2,1,2,7,7,3,4,Attchd,3,1,303.0,3,3,2,476,0,0,0,142,0,0,11,2009,COD,190000,12.154779351142624
740,903230100,30,RM,60.0,6911,Pave,3,Lvl,3,FR2,2,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,2,2,405.0,1,0.0,740.0,1145.0,GasA,2,Y,4,1301,0,0,1301,0,0,1,0,2,1,1,5,6,0,0,Detchd,1,2,440.0,3,3,2,0,0,0,0,0,0,0,10,2009,WD ,100000,11.512925464970229
2546,534403280,20,RL,80.0,8800,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,2,2,CBlock,3,3,1,4,553.0,1,0.0,698.0,1251.0,GasA,2,Y,4,1251,0,0,1251,1,0,1,0,3,1,2,6,7,2,4,Attchd,2,1,461.0,3,3,2,0,116,0,0,0,0,700,3,2006,WD ,160000,11.982929094215963
851,907194160,20,RL,65.0,10739,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,3,2,PConc,4,3,1,6,1259.0,1,0.0,172.0,1431.0,GasA,2,Y,4,1444,0,0,1444,1,0,2,0,3,1,3,6,7,0,0,Attchd,2,2,577.0,3,3,2,144,40,0,0,0,0,0,4,2009,WD ,203000,12.220961258023925
1833,533120030,60,RL,60.0,9572,Pave,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,3,2,PConc,5,3,1,6,482.0,1,0.0,971.0,1453.0,GasA,2,Y,4,1453,1357,0,2810,0,0,2,1,4,1,3,9,7,1,5,Attchd,2,2,750.0,4,4,2,500,0,0,0,0,0,0,6,2007,WD ,302000,12.618182296357007
76,531451110,120,RL,50.0,8012,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,1,4,543.0,4,119.0,261.0,923.0,GasA,2,Y,4,923,0,0,923,0,0,2,0,2,1,2,5,7,1,3,Attchd,2,1,264.0,3,3,2,80,0,0,0,0,0,0,5,2010,WD ,143000,11.870599909242044
2151,907270040,60,RL,66.0,16226,Pave,0,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,281.0,1,0.0,747.0,1028.0,GasA,2,Y,4,1210,1242,0,2452,0,0,2,1,4,1,3,9,7,1,3,BuiltIn,3,2,683.0,3,3,2,208,50,0,0,0,0,0,5,2007,WD ,267000,12.495003937382387
1880,534252070,90,RL,60.0,10899,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,4,1224,0,0,1224,0,0,2,0,2,2,2,8,7,0,0,CarPort,1,3,530.0,3,3,2,0,0,0,0,0,0,0,4,2007,WD ,103000,11.542484267211773
2907,923203100,120,RM,32.0,4500,Pave,3,Lvl,3,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,2,3,PConc,5,4,1,6,1201.0,1,0.0,36.0,1237.0,GasA,3,Y,4,1337,0,0,1337,1,0,2,0,2,1,2,5,7,0,0,Attchd,3,2,405.0,3,3,2,0,199,0,0,0,0,0,3,2006,WD ,153500,11.941455846009388
1831,532479120,85,RL,60.0,16647,Pave,2,Lvl,3,CulDSac,2,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,4,5,1390.0,1,0.0,0.0,1390.0,GasA,2,Y,4,1701,0,0,1701,1,0,2,0,3,1,2,6,5,2,3,Basment,3,2,611.0,3,3,2,0,0,0,0,0,0,0,1,2007,WD ,171000,12.049418835484797
2836,908227030,50,RL,62.0,8707,Pave,3,Lvl,3,FR2,2,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,1093.0,1093.0,GasA,2,N,2,1093,576,0,1669,0,0,1,1,4,1,2,9,5,0,0,Attchd,1,1,288.0,2,3,2,0,0,56,0,0,0,0,5,2006,WD ,107000,11.580584113444043
1955,535403030,20,RL,66.0,8300,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,2,2,CBlock,3,3,2,3,952.0,1,0.0,0.0,952.0,GasA,2,Y,4,952,0,0,952,1,0,1,0,3,1,2,5,7,0,0,Attchd,1,1,288.0,3,3,2,0,0,0,0,0,0,0,8,2007,WD ,128500,11.763684183317412
1926,535179120,20,RL,72.0,9770,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,512.0,1,0.0,410.0,922.0,GasA,2,Y,3,922,0,0,922,1,0,1,0,2,1,2,5,7,0,0,Attchd,1,1,308.0,3,3,2,0,34,0,0,0,0,0,4,2007,WD ,116000,11.661345470088502
2924,923250060,20,RL,80.0,17400,Pave,3,Low,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,5,936.0,1,0.0,190.0,1126.0,GasA,2,Y,4,1126,0,0,1126,1,0,2,0,3,1,2,5,7,1,4,Attchd,2,2,484.0,3,3,1,295,41,0,0,0,0,0,5,2006,WD ,160000,11.982929094215963
1003,527145090,120,RL,39.0,5070,Pave,2,HLS,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4,3,2,1,0.0,1,0.0,1280.0,1280.0,GasA,2,Y,4,1280,0,0,1280,0,0,2,0,2,1,3,5,7,0,0,Attchd,2,2,506.0,3,3,2,0,82,0,0,144,0,0,8,2008,WD ,180000,12.100712129872347
1667,527404050,20,RL,66.0,7920,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,2,2,CBlock,3,3,1,5,81.0,6,619.0,214.0,914.0,GasA,2,Y,4,914,0,0,914,0,0,1,0,3,1,4,5,7,0,0,Attchd,2,1,368.0,3,4,2,120,0,0,0,0,0,0,10,2007,WD ,133000,11.79810440720389
2905,923202025,90,RM,78.0,7020,Pave,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,2,3,PConc,4,3,4,6,1243.0,1,0.0,45.0,1288.0,GasA,3,Y,4,1368,0,0,1368,2,0,2,0,2,2,2,8,7,0,0,Attchd,3,4,784.0,3,3,2,0,48,0,0,0,0,0,11,2006,WD ,215000,12.2783933071098
921,909276110,70,RL,60.0,7500,Pave,2,Bnk,3,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,547.0,1,0.0,224.0,771.0,GasA,2,Y,4,753,741,0,1494,0,0,1,0,3,1,3,7,7,2,4,Attchd,1,1,213.0,3,3,1,0,0,0,0,224,0,0,11,2009,WD ,177500,12.086725887897607
1780,528431030,20,RL,76.0,10612,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,3,2,PConc,4,3,2,6,28.0,1,0.0,1496.0,1524.0,GasA,2,Y,4,1534,0,0,1534,0,0,2,0,3,1,3,7,7,1,4,Attchd,3,2,484.0,3,3,2,168,46,0,0,0,0,0,1,2007,WD ,215000,12.2783933071098
746,903234220,50,RM,51.0,6120,Pave,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,2,1,2,273.0,1,0.0,679.0,952.0,GasA,2,Y,3,994,588,0,1582,0,0,2,0,3,1,2,6,7,1,4,Detchd,1,1,250.0,2,3,2,189,0,34,150,0,0,0,2,2009,WD ,150000,11.918390573078392
254,906402200,60,RL,90.0,12376,Pave,3,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,4,3,2,6,1470.0,1,0.0,203.0,1673.0,GasA,2,Y,4,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,3,Attchd,1,3,594.0,3,3,2,367,0,0,0,0,0,0,5,2010,WD ,320000,12.676076274775909
606,534400050,20,RL,100.0,10004,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,2,2,CBlock,3,3,1,3,196.0,4,345.0,975.0,1516.0,GasA,2,Y,4,1516,0,0,1516,0,0,1,1,3,1,2,6,7,0,0,Attchd,2,2,472.0,3,3,2,0,0,0,0,152,0,0,2,2009,WD ,167000,12.025749091398891
2703,904301410,30,RL,55.0,8250,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,4,1032,0,0,1032,0,0,1,0,2,1,2,6,7,1,3,Detchd,1,1,260.0,3,3,2,0,0,121,0,0,0,0,6,2006,WD ,125000,11.736069016284437
1306,902207120,20,RM,103.0,12205,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,448.0,448.0,GasA,2,Y,4,1588,0,0,1588,0,0,2,0,5,1,2,6,2,0,0,NA,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12,2008,WD ,65000,11.082142548877775
2102,906380010,20,RL,103.0,11175,Pave,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1316.0,1316.0,GasA,2,Y,4,1316,0,0,1316,0,0,2,0,3,1,3,6,7,1,4,Attchd,3,2,440.0,3,3,2,0,20,0,0,0,0,0,10,2007,New,200141,12.206777397134413
1784,528435010,20,RL,85.0,9965,Pave,3,Lvl,3,FR2,2,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1528.0,1528.0,GasA,2,Y,4,1528,0,0,1528,0,0,3,2,3,1,3,6,7,1,3,Attchd,1,2,480.0,3,3,2,0,228,0,0,0,0,0,9,2007,New,235876,12.371061522195516
941,910204050,70,RM,50.0,8660,Pave,3,Bnk,3,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,760.0,760.0,GasA,2,N,4,928,928,312,2168,0,0,2,0,5,1,3,11,7,0,0,Detchd,1,2,576.0,3,3,2,467,160,78,0,0,0,0,12,2009,WD ,123000,11.719939634354555
2699,904100030,50,RL,82.0,12375,Pave,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,2,1,CBlock,3,3,1,4,329.0,1,0.0,477.0,806.0,GasA,1,Y,4,1081,341,0,1422,1,0,1,0,3,1,2,7,7,1,3,Detchd,1,1,288.0,3,3,2,0,0,0,0,0,0,0,6,2006,WD ,137500,11.831379196088763
2127,907135180,20,RL,60.0,8070,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,588.0,1,0.0,402.0,990.0,GasA,2,Y,4,990,0,0,990,1,0,1,0,3,1,2,5,7,0,0,NA,0,0,0.0,0,0,2,0,0,0,0,0,0,0,8,2007,WD ,123600,11.724805824005728
2607,535401140,20,RL,84.0,8658,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,2,2,CBlock,3,3,1,3,643.0,1,0.0,445.0,1088.0,GasA,2,Y,4,1324,0,0,1324,0,0,2,0,3,1,2,6,7,1,3,Attchd,2,2,440.0,3,3,2,0,138,0,0,0,0,0,12,2006,WD ,160000,11.982929094215963
1754,528275035,60,RL,60.0,8063,Pave,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,924.0,924.0,GasA,2,Y,4,948,742,0,1690,0,0,2,1,3,1,2,7,7,1,3,Attchd,2,2,463.0,3,3,2,100,48,0,0,0,0,0,11,2007,WD ,181000,12.106252310247962
1367,903475020,20,RM,49.0,8235,Pave,2,HLS,3,Inside,2,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,2,180.0,3,645.0,0.0,825.0,GasA,3,Y,4,825,0,0,825,1,0,1,0,2,1,2,4,7,0,0,Detchd,2,2,720.0,3,3,2,140,50,0,0,0,0,0,6,2008,WD ,125000,11.736069016284437
580,534125080,60,RL,78.0,11700,Pave,3,Lvl,3,Inside,2,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,298.0,1,0.0,429.0,727.0,GasA,2,Y,4,829,727,0,1556,0,0,1,1,4,1,2,8,7,0,0,Attchd,1,2,441.0,3,3,2,0,0,0,0,0,0,0,5,2009,WD ,154000,11.944707881395766
341,924152030,60,RL,74.0,12961,Pave,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,944.0,1,0.0,208.0,1152.0,GasA,3,Y,4,1152,645,0,1797,1,0,2,1,3,1,3,7,7,1,2,Attchd,3,2,616.0,3,3,2,162,312,0,0,0,0,0,3,2010,WD ,231000,12.35017298950393
26,527403020,20,RL,65.0,8450,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,775.0,1,0.0,281.0,1056.0,GasA,2,Y,4,1056,0,0,1056,1,0,1,0,3,1,2,6,7,1,2,Attchd,1,1,304.0,3,3,2,0,85,184,0,0,0,0,7,2010,WD ,142000,11.863582336583399
2667,902400110,75,RM,90.0,22950,Pave,1,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,1107.0,1107.0,GasA,3,Y,4,1518,1518,572,3608,0,0,2,1,4,1,4,12,7,2,3,Detchd,1,3,840.0,5,3,2,0,260,0,0,410,0,0,6,2006,WD ,475000,13.071070083016778
