id,pid,saleprice,log_saleprice,neighborhood,overall_qual,ms_zoning,ms_subclass_60_house_style_2Story,lot_area,lot_shape,lot_frontage,paved_drive,gr_liv_area,totrms_abvgrd,kitchen_qual,fireplaces,fireplace_qu,abv_grd_sf,total_bath,below_grd_sf,overall_bsmt_score,exter_qual,total_outdoor_area,garage_cars,overall_garage_score,foundation_PConc,garage_type_Attchd,garage_type_Detchd,roof_style_Hip,exterior_1st_VinylSd,mas_vnr_type_None,age,electrical,sale_type_New
1963,535452060,135000,11.813030057420567,2,5,3,0,7000,3,70.0,2,1134,6,2,0,0,1134,1,1598.0,7,2,315.0,1,8,0,1,0,0,0,0,5,4,0
1352,903400180,207000,12.240474072247506,1,6,3,0,13053,3,64.0,0,1848,8,3,1,4,1848,2,833.0,5,2,590.0,2,7,0,0,1,0,0,1,8,4,0
1519,909175100,136500,11.824079893607152,1,6,3,0,8400,3,60.0,2,1694,7,2,1,4,1694,2,1604.0,7,2,1046.0,2,7,1,0,1,0,0,1,58,4,0
1305,902205140,107900,11.588960151246226,1,4,2,0,6000,3,50.0,2,901,4,2,0,0,901,1,901.0,5,2,281.0,1,6,0,0,1,0,0,1,8,4,0
2014,903231090,126000,11.744037185933616,1,6,2,0,6240,3,60.0,2,1409,6,2,1,4,1409,3,913.0,6,2,837.0,2,7,0,0,1,0,1,1,57,4,0
1,526301100,215000,12.2783933071098,2,6,3,0,31770,2,141.0,1,1656,7,2,2,4,1656,2,1719.0,11,2,912.0,2,9,0,1,0,1,0,0,50,4,0
1052,528102110,426000,12.962194625251508,4,10,3,1,12474,3,96.0,2,2332,9,4,1,5,2332,4,2962.0,14,4,1448.0,3,9,1,0,0,0,1,0,0,4,1
622,534478230,147000,11.898187865760873,2,5,3,0,9600,3,80.0,2,1113,5,3,1,4,1113,1,1720.0,9,3,464.0,1,7,0,1,0,0,0,1,2,4,0
913,909251050,147500,11.901583454762012,3,6,3,0,8574,3,64.0,2,1232,6,3,1,4,1232,1,816.0,5,3,620.0,2,7,0,0,1,0,0,1,9,4,0
1058,528114040,383000,12.855790268162783,4,9,3,0,14418,2,104.0,2,1950,7,4,1,4,1950,3,3325.0,15,4,1549.0,3,9,1,1,0,1,1,0,1,4,0
2348,527354040,241500,12.394624752074764,3,7,3,0,10400,3,80.0,2,1872,6,2,1,3,1872,3,2774.0,13,2,942.0,2,9,0,1,0,0,0,0,18,4,0
1527,909252220,147500,11.901583454762012,3,6,3,0,15564,3,63.0,2,1264,6,2,0,0,1264,1,676.0,6,2,824.0,2,7,0,0,1,0,0,1,13,4,0
1011,527208010,355000,12.779873068457553,4,8,3,1,13543,2,101.0,2,2500,9,4,1,4,2500,4,1184.0,15,3,1037.0,3,9,1,0,0,0,1,0,3,4,0
1332,903225050,109500,11.603679828238691,1,5,2,0,6130,3,50.0,2,784,5,3,0,0,784,2,1568.0,9,2,116.0,0,0,0,0,0,0,0,1,58,4,0
709,902205010,45000,10.714417768752456,1,2,2,0,5925,3,50.0,0,612,4,2,0,0,612,1,0.0,0,2,333.0,1,6,0,0,1,0,0,1,59,3,0
209,904100140,244400,12.406561506279576,3,7,3,0,24090,3,60.0,2,2403,10,2,2,3,2403,2,1032.0,6,2,723.0,1,7,0,1,0,0,0,1,60,4,0
619,534476150,167000,12.025749091398891,2,6,3,0,9600,3,80.0,2,1644,7,2,2,4,1644,2,2701.0,10,2,766.0,2,9,0,1,0,1,0,0,56,4,0
2150,907262020,200000,12.206072645530174,3,7,3,1,8158,3,65.0,2,1729,7,3,0,0,1729,3,860.0,6,3,1205.0,2,9,1,1,0,0,1,0,5,4,0
2704,904302020,80000,11.289781913656018,1,5,3,0,5220,2,50.0,1,879,4,2,0,0,879,1,830.0,5,2,288.0,1,7,0,0,1,0,0,1,56,4,0
2839,908275220,115000,11.652687407345388,1,5,3,0,8172,3,60.0,0,864,5,2,0,0,864,2,1031.0,7,2,572.0,2,7,0,0,1,1,0,1,16,4,0
1242,535178060,139000,11.842229212112828,2,6,3,0,9000,3,72.0,2,1196,6,2,1,4,1196,2,1812.0,7,2,415.0,1,8,0,1,0,0,0,0,52,3,0
2714,905107070,149500,11.915051671812876,2,6,3,1,7844,3,74.0,2,1400,6,2,1,3,1400,2,881.0,9,2,643.0,2,9,0,1,0,1,0,0,28,4,0
799,905480210,108000,11.589886506106357,1,4,3,0,9084,3,60.0,1,1510,7,2,1,4,1510,2,755.0,6,2,416.0,1,4,0,0,1,0,0,1,59,4,0
1260,535383100,106250,11.573550086786664,1,4,3,0,10800,3,60.0,0,1294,7,2,0,0,1294,2,0.0,0,2,544.0,0,0,0,0,0,0,0,1,8,3,0
2107,906380160,194000,12.175613438045463,3,7,3,0,8556,3,74.0,2,1240,5,3,0,0,1240,2,1240.0,8,3,1059.0,3,8,1,1,0,0,1,1,1,4,0
2486,532351060,129500,11.771436160121729,2,5,3,0,9100,3,70.0,2,988,6,2,0,0,988,2,1024.0,6,2,675.0,2,7,0,0,1,1,0,0,44,4,0
1911,535101150,126000,11.744037185933616,2,5,3,0,8668,3,63.0,2,1560,8,2,0,0,1560,2,1560.0,5,2,792.0,3,7,0,0,1,0,0,1,39,4,0
896,908225290,120000,11.695247021764184,1,5,3,0,11767,3,70.0,2,1368,6,2,0,0,1368,2,2156.0,7,2,447.0,1,8,0,1,0,0,0,1,59,3,0
272,907410080,213000,12.269047444691562,3,7,3,0,8400,3,70.0,2,1484,7,3,0,0,1484,3,2185.0,13,3,894.0,2,8,1,1,0,0,1,0,5,4,0
2521,533253090,190000,12.154779351142624,3,8,3,0,3874,2,40.0,2,1226,4,3,1,2,1226,2,2033.0,14,3,695.0,2,9,0,1,0,0,0,1,26,4,0
2324,527158020,183500,12.11996994647676,3,6,3,0,8076,2,60.0,2,1169,6,2,1,3,1169,3,1865.0,11,2,684.0,2,9,1,1,0,0,0,0,12,4,0
1953,535402140,172000,12.05524975579559,2,7,3,0,10090,2,93.0,2,1651,6,2,2,3,1651,3,967.0,9,2,1311.0,1,7,0,0,0,0,0,0,8,4,0
887,908102290,100000,11.512925464970229,1,4,3,0,8877,3,67.0,2,816,3,2,1,4,816,2,1506.0,10,2,288.0,1,5,0,0,1,0,0,1,51,4,0
1479,907418010,218836,12.2960778698166,3,7,3,0,11058,3,85.0,2,1564,6,3,0,0,1564,2,1620.0,11,3,1050.0,3,8,1,1,0,0,1,0,1,4,0
1317,902326060,163000,12.0015054797889,1,6,2,0,10800,3,60.0,2,1912,7,2,1,3,1912,2,482.0,4,2,909.0,2,8,0,0,1,0,0,1,8,4,0
1750,528235170,206580,12.238443025560624,3,7,3,0,10936,2,59.0,2,1525,6,3,1,4,1525,3,1510.0,8,3,652.0,2,8,1,1,0,0,1,1,1,4,1
2815,907420070,163990,12.007560729337492,3,6,3,1,8461,3,65.0,2,1456,8,3,1,4,1456,3,728.0,6,3,414.0,2,9,1,1,0,0,1,1,0,4,1
2692,903452090,116500,11.665646551987892,1,5,2,0,7518,3,60.0,0,1330,7,2,0,0,1330,1,396.0,4,1,507.0,1,7,0,0,1,0,0,1,2,4,0
1090,528240050,188000,12.144197241812089,3,7,3,1,8010,2,60.0,2,1720,7,3,1,4,1720,3,840.0,6,3,586.0,2,9,1,0,0,0,1,1,5,4,0
1912,535102010,175000,12.072541252905651,2,5,3,0,10050,2,60.0,2,1280,6,2,1,3,1280,3,1395.0,12,2,699.0,2,9,0,0,0,0,0,0,41,4,0
1634,527184020,182000,12.111761966058932,4,8,3,0,4740,2,38.0,2,1179,5,2,0,0,1179,3,1414.0,14,3,723.0,2,8,0,1,0,0,0,1,19,4,0
1974,902100010,103000,11.542484267211773,1,5,2,0,6978,3,60.0,2,960,5,2,0,0,960,1,850.0,5,3,692.0,2,8,0,0,1,0,0,1,27,4,0
1764,528327060,466500,13.053013299269535,4,10,3,0,11400,3,60.0,2,2633,8,4,2,4,2633,4,3915.0,15,4,1963.0,3,8,1,1,0,1,1,0,5,4,0
634,535154130,149500,11.915051671812876,2,6,3,0,9240,2,66.0,2,988,6,3,0,0,988,3,1696.0,9,3,453.0,1,7,0,1,0,1,0,1,11,4,0
1683,527455030,142500,11.867097278690842,2,7,3,0,2304,3,24.0,2,1055,4,2,0,0,1055,2,1693.0,11,2,459.0,1,7,0,1,0,0,0,1,29,4,0
2199,909251030,136500,11.824079893607152,3,5,3,0,7223,3,54.0,2,1422,6,2,0,0,1422,1,1609.0,9,2,416.0,1,7,1,0,1,1,0,1,57,4,0
2789,907230240,137000,11.827736204810265,2,6,1,0,3612,2,60.0,2,1320,5,2,0,0,1320,3,968.0,11,2,532.0,2,7,1,0,1,0,1,1,12,4,0
1018,527301245,226500,12.330500223905226,3,7,3,0,12680,2,63.0,2,1688,6,4,1,5,1688,3,2658.0,12,3,819.0,2,8,0,1,0,0,0,0,20,4,0
14,527180040,171500,12.052338545588132,3,7,3,0,10176,3,85.0,2,1341,5,3,1,1,1341,3,1937.0,14,2,698.0,2,7,1,1,0,0,0,1,20,4,0
2782,907200170,132500,11.794337924408412,3,5,3,0,10780,2,55.0,2,954,6,2,0,0,954,1,1394.0,11,2,576.0,2,7,0,0,1,0,0,1,30,4,0
2626,535454050,87500,11.379394072345706,2,3,3,0,8544,3,60.0,2,1040,6,2,0,0,1040,2,0.0,0,2,740.0,2,7,0,0,1,0,0,0,56,3,0
1175,533234020,223000,12.314927050442256,4,7,4,1,10646,2,79.0,2,1789,7,2,1,3,1789,4,1539.0,10,2,1059.0,2,9,1,1,0,0,1,0,7,4,0
1232,535105060,174000,12.066810578196666,2,6,3,0,8400,3,80.0,2,1537,7,3,1,4,1537,3,1319.0,5,3,735.0,2,8,0,1,0,0,0,0,3,4,0
2590,535325450,142000,11.8635823365834,2,5,3,0,15428,3,85.0,2,884,4,2,0,0,884,2,1625.0,7,2,465.0,1,9,0,1,0,1,0,1,15,4,0
2463,528477030,232600,12.3570755190667,4,8,4,0,11216,3,81.0,2,1489,7,3,1,4,1489,2,1489.0,6,3,916.0,2,8,1,1,0,0,1,1,0,4,1
2358,527377030,181000,12.106252310247962,3,6,3,0,10140,3,78.0,2,1309,5,3,1,2,1309,3,1703.0,9,2,848.0,2,8,0,1,0,1,0,0,7,4,0
2911,923225260,151400,11.927680619985486,1,6,2,0,3964,3,42.0,2,2521,10,2,1,4,2521,4,1779.0,10,2,1324.0,2,9,0,1,0,0,0,1,33,4,0
1699,528112150,250000,12.429216196844385,4,8,3,0,11428,2,98.0,2,1634,7,3,1,4,1634,2,1626.0,6,3,1158.0,3,8,1,1,0,0,1,0,1,4,0
115,534152100,196500,12.188417710291452,3,7,3,1,10421,3,80.0,2,1714,7,2,1,3,1714,3,1374.0,11,2,988.0,2,7,0,1,0,0,0,0,22,4,0
1998,902330090,185000,12.128111104060462,1,7,2,0,13500,3,75.0,0,2454,8,2,1,4,2454,2,819.0,5,2,874.0,2,7,1,1,0,0,0,1,20,3,0
589,534129380,113000,11.635143097694478,3,6,3,0,9000,3,75.0,2,1216,5,2,0,0,1216,2,2171.0,10,2,536.0,1,7,0,1,0,0,0,0,40,4,0
1641,527252070,392000,12.8790171187726,4,8,3,0,8089,3,60.0,2,1419,7,3,1,4,1419,3,2364.0,13,3,707.0,2,8,1,1,0,0,0,0,0,4,1
2821,908103320,127500,11.755871643580615,1,6,3,0,9400,2,35.0,2,980,4,2,0,0,980,4,1890.0,14,2,250.0,0,0,0,0,0,0,0,0,31,4,0
1846,533221060,177000,12.083905011555968,4,6,4,0,2117,3,24.0,2,1573,4,3,0,0,1573,3,1173.0,11,3,688.0,2,7,1,0,1,0,0,0,7,4,0
1805,528482030,265000,12.48748510496836,4,6,4,1,10625,3,85.0,2,2443,9,3,1,4,2443,3,1158.0,8,3,1417.0,3,8,1,0,0,0,1,0,3,4,0
1853,533244040,312500,12.652359748158592,4,8,4,1,8413,2,106.0,2,2362,8,3,2,3,2362,4,2121.0,13,3,1432.0,2,9,1,1,0,0,1,1,9,4,0
1321,902401120,325000,12.691580461311874,1,10,2,0,13500,3,75.0,2,2775,9,3,1,4,2775,4,1237.0,5,4,1487.0,2,8,0,0,1,0,0,1,8,4,0
564,532478020,275000,12.524526376648708,4,8,3,0,15676,2,60.0,2,2014,6,3,2,4,2014,3,3747.0,13,3,1696.0,3,8,0,1,0,0,1,0,29,4,0
1771,528358040,290000,12.577636201962656,4,7,3,1,9950,2,82.0,2,2520,9,3,1,3,2520,3,1768.0,11,3,1349.0,3,8,1,1,0,0,1,0,12,4,0
90,532479070,169000,12.037653993905211,2,6,3,0,15410,2,39.0,2,1494,7,2,2,2,1494,3,1334.0,11,2,1193.0,2,9,0,1,0,1,0,0,8,4,0
2684,903235020,89000,11.396391648714276,1,5,2,0,6000,3,50.0,2,616,4,2,0,0,616,1,1232.0,6,2,334.0,1,7,0,0,1,0,0,1,56,4,0
13,527166040,180400,12.10293188661066,3,6,3,1,8402,2,63.0,2,1465,7,2,1,4,1465,3,789.0,6,2,468.0,2,9,1,1,0,0,1,1,12,4,0
445,528142130,284000,12.556729517143344,4,8,3,0,10655,2,85.0,2,1629,7,3,1,4,1629,3,4330.0,11,3,1176.0,3,8,1,1,0,0,1,0,5,4,0
1914,535106140,114500,11.648330101976432,2,5,3,0,10150,3,70.0,2,912,5,2,0,0,912,1,1368.0,7,2,276.0,1,8,0,1,0,0,0,1,49,3,0
2811,907410110,212900,12.26857785088157,3,7,3,0,10084,3,84.0,2,1552,7,3,0,0,1552,2,1576.0,13,3,1142.0,3,8,1,1,0,0,1,0,0,4,1
850,907194110,187100,12.13939851226218,3,7,3,0,16285,1,67.0,2,1430,6,3,0,0,1430,2,1413.0,6,3,638.0,2,8,1,1,0,0,1,1,7,4,0
1844,533213140,176000,12.078239274020287,4,6,4,0,3230,3,34.0,2,1458,5,2,1,2,1458,3,1148.0,11,2,1601.0,2,7,1,0,1,0,0,0,8,4,0
2225,909428340,215000,12.2783933071098,3,6,3,0,21579,2,60.0,2,1488,7,2,2,4,1488,3,2301.0,9,2,768.0,2,8,1,1,0,1,0,1,39,4,0
1477,907412080,185900,12.132964173709537,3,7,3,1,8320,3,64.0,2,1582,6,3,0,0,1582,3,1260.0,11,3,565.0,2,8,1,1,0,0,1,1,4,4,0
399,527405160,120500,11.699405031912846,2,4,3,0,6960,3,60.0,2,864,5,3,0,0,864,1,1239.0,9,2,756.0,2,7,0,0,1,0,0,1,39,4,0
2431,528231050,192140,12.16597955196373,3,5,3,1,21930,0,60.0,2,1838,7,2,1,4,1838,3,732.0,8,3,512.0,2,9,1,0,0,0,1,1,1,4,0
1605,923277030,130500,11.779128505744886,2,5,3,0,6600,3,60.0,2,816,5,3,1,5,816,2,1457.0,9,3,264.0,1,7,0,1,0,0,1,1,0,4,0
897,908225370,98000,11.49272275765271,1,4,3,0,8405,3,50.0,0,1529,9,2,0,0,1529,2,0.0,0,2,517.0,1,7,0,0,1,0,0,1,59,2,0
1426,906412010,475000,13.071070083016778,3,9,3,0,11778,3,91.0,2,2276,7,4,2,4,2276,3,4356.0,14,3,2227.0,3,9,1,1,0,1,1,0,0,4,0
2240,910204090,67000,11.112447898373103,1,5,2,0,8967,3,60.0,0,1077,6,2,0,0,1077,1,961.0,4,2,338.0,1,3,0,0,1,0,0,1,57,0,0
1706,528144050,325624,12.693498620467778,4,8,3,1,10562,3,86.0,2,2161,8,4,1,4,2161,3,2870.0,12,3,1387.0,3,9,1,1,0,0,1,0,0,4,1
2252,914460110,245000,12.409013489526863,2,7,3,0,12864,2,44.0,2,1409,4,3,1,4,1409,3,2801.0,11,3,865.0,2,8,1,1,0,0,1,1,5,4,0
1136,531375110,159000,11.976659481202368,2,5,3,0,13695,3,66.0,2,1114,6,3,0,0,1114,3,1760.0,10,2,678.0,2,7,1,0,1,0,1,1,4,4,0
1877,534204120,156000,11.957611286231677,2,5,3,0,10289,3,79.0,2,1073,6,2,0,0,1073,3,1909.0,9,2,683.0,2,8,0,1,0,1,0,0,42,4,0
424,528106020,555000,13.226723392728571,4,10,3,0,15431,3,105.0,2,2402,10,4,2,4,2402,3,4861.0,15,4,1114.0,3,9,1,1,0,1,1,0,1,4,0
1182,533251120,162500,11.998433280751929,4,6,3,0,11120,2,60.0,2,1232,6,2,0,0,1232,2,1892.0,9,2,516.0,2,7,1,1,0,0,0,1,24,4,0
2750,906225180,224500,12.321630986164449,2,6,3,0,9069,3,73.0,2,1440,8,3,0,0,1440,4,1605.0,9,3,1208.0,4,7,1,1,0,0,0,1,13,4,0
1016,527276040,133000,11.79810440720389,3,6,3,0,47280,2,60.0,2,1488,6,2,1,3,1488,3,1488.0,5,2,962.0,2,8,0,1,0,1,0,0,58,4,0
2436,528250060,180000,12.100712129872347,3,7,3,1,7875,3,63.0,2,1509,8,3,1,4,1509,3,783.0,6,3,468.0,2,9,1,1,0,0,1,1,3,4,0
1607,923277080,134500,11.809319478024031,2,5,3,0,6600,3,60.0,2,845,6,3,0,0,845,1,1483.0,10,2,264.0,1,7,0,1,0,0,0,1,3,4,0
2337,527216050,438780,12.991753427493052,4,10,3,1,13682,1,66.0,2,2945,10,3,1,4,2945,4,1410.0,10,4,1901.0,3,9,1,0,0,1,1,0,0,4,1
1233,535105090,165000,12.013700752882718,2,6,3,0,9150,2,101.0,2,1431,6,2,1,4,1431,2,1470.0,14,2,775.0,1,8,0,0,0,0,0,0,46,4,0
419,527455240,100000,11.512925464970229,2,5,3,0,7150,3,65.0,2,892,5,2,0,0,892,1,1324.0,8,2,348.0,1,8,0,1,0,0,0,0,42,4,0
633,535154060,176000,12.078239274020287,2,7,3,0,12285,2,60.0,2,1329,5,2,2,4,1329,2,1873.0,8,2,772.0,2,7,0,1,0,0,0,0,49,4,0
2722,905200340,170000,12.0435537160324,2,5,3,0,17920,3,102.0,2,1779,6,2,1,4,1779,3,2069.0,10,2,1184.0,2,7,0,1,0,1,0,1,32,4,0
469,528228290,174000,12.066810578196666,3,7,3,0,3684,3,53.0,2,1555,7,3,1,3,1555,2,1373.0,6,3,953.0,3,9,1,1,0,1,1,0,2,4,0
1365,903456130,127000,11.751942365440728,1,6,2,0,7006,3,62.0,2,1236,6,2,1,4,1236,3,889.0,7,2,384.0,1,7,1,0,1,0,0,1,58,4,0
1098,528294060,185900,12.132964173709537,3,7,3,1,8390,2,77.0,2,1651,7,2,1,3,1651,3,831.0,6,2,553.0,2,9,1,0,0,0,1,1,9,4,0
711,902206260,91300,11.42190606658306,1,5,2,0,5784,3,50.0,2,886,4,2,0,0,886,1,190.0,4,2,517.0,1,7,0,1,0,0,0,1,13,3,0
2808,907405030,200000,12.206072645530174,3,6,3,0,9135,3,70.0,2,1700,7,3,0,0,1700,3,2022.0,13,3,879.0,2,8,1,1,0,0,1,0,3,4,0
1959,535450310,143000,11.870599909242044,2,6,3,0,10496,3,78.0,2,1846,7,2,1,4,1846,2,1236.0,8,2,635.0,1,7,0,1,0,0,0,0,57,4,0
2720,905200280,172500,12.058152515453552,2,5,3,0,13650,3,60.0,2,1920,8,3,1,4,1920,3,1109.0,9,3,451.0,2,7,0,1,0,0,0,1,48,4,0
2170,908103090,110000,11.608235644774552,1,4,3,0,8308,3,67.0,1,1088,4,2,0,0,1088,1,1220.0,8,2,540.0,2,7,0,0,1,0,1,0,44,4,0
603,534277090,140000,11.84939770159144,2,4,3,0,9450,2,60.0,2,1362,6,2,1,4,1362,2,1815.0,8,2,1012.0,3,8,0,1,0,0,0,0,52,4,0
2113,906394050,176432,12.08069081199846,3,6,3,0,9317,2,78.0,2,1314,6,3,1,4,1314,2,1338.0,11,3,462.0,2,8,1,1,0,0,1,1,1,4,0
1146,531450090,179200,12.096257779522968,2,6,3,0,7153,3,60.0,2,1294,6,3,0,0,1294,3,2478.0,11,2,747.0,2,8,0,1,0,0,0,0,17,4,0
2105,906380120,203000,12.220961258023925,3,7,3,0,8814,3,68.0,2,1274,6,3,0,0,1274,3,2199.0,11,3,950.0,2,8,1,1,0,0,1,0,0,4,1
1786,528435060,248328,12.422505731952896,4,7,3,0,9849,3,83.0,2,1689,7,3,0,0,1689,2,1689.0,8,3,1010.0,3,8,1,1,0,1,1,0,0,4,1
961,916382110,316500,12.665078520566368,4,9,3,0,14463,2,79.0,2,1641,7,4,0,0,1641,3,2756.0,15,4,1386.0,3,9,1,1,0,0,0,0,1,4,0
1405,905403060,125600,11.740857533016236,1,7,3,0,5190,3,50.0,2,1079,5,2,1,4,1079,1,570.0,5,2,384.0,1,7,0,1,0,0,0,1,58,4,0
1324,902406020,110000,11.608235644774552,1,5,2,0,9750,3,65.0,0,984,5,1,0,0,984,2,1184.0,7,2,472.0,1,7,0,0,1,0,0,0,49,4,0
1986,902205130,108500,11.594505451962652,1,4,2,0,6000,3,50.0,2,960,5,1,0,0,960,1,1210.0,9,2,476.0,1,7,1,0,1,1,0,1,57,3,0
307,911204090,55993,10.932981961904137,1,5,7,0,8712,3,66.0,0,1044,4,1,0,0,1044,1,540.0,7,1,504.0,2,7,0,0,0,1,0,1,58,3,0
180,902206220,129000,11.76756768334381,1,5,2,0,11851,3,69.0,2,1633,7,3,1,4,1633,1,1807.0,8,2,466.0,1,7,0,0,1,0,1,1,1,4,0
2896,916402125,176000,12.078239274020287,4,6,3,0,13811,2,54.0,2,1137,5,3,1,3,1137,3,2092.0,11,2,748.0,2,7,0,1,0,0,0,0,19,4,0
668,535402090,154000,11.944707881395766,2,6,3,0,10143,3,83.0,2,1380,6,2,0,0,1380,2,1764.0,7,2,875.0,1,7,0,1,0,0,0,0,46,4,0
1582,916402215,180000,12.100712129872347,4,6,3,0,18265,3,93.0,2,1256,6,3,1,2,1256,2,2176.0,13,3,1088.0,2,7,0,1,0,0,0,0,22,4,0
2285,923225050,134000,11.805595078933049,1,5,2,0,4224,3,44.0,2,1142,6,2,1,1,1142,3,2016.0,10,2,1154.0,2,9,1,1,0,0,0,1,31,4,0
2079,905426010,243000,12.400816722322686,1,6,3,0,12615,3,84.0,2,2158,7,3,1,4,2158,3,1679.0,11,2,644.0,2,7,0,1,0,0,0,1,6,4,0
2272,916475020,270000,12.506177237980513,4,8,3,0,14536,3,85.0,2,1629,9,3,1,4,1629,3,2916.0,13,3,1296.0,3,9,1,1,0,1,1,0,4,4,0
2250,914452190,134000,11.805595078933049,2,6,3,0,9187,3,71.0,2,1080,5,2,0,0,1080,2,1420.0,9,2,762.0,2,7,1,1,0,0,1,1,24,4,0
502,528365070,260000,12.468436909997664,4,7,3,1,9900,3,90.0,2,2646,9,3,1,3,2646,4,2334.0,14,3,1456.0,3,8,1,1,0,0,0,0,16,4,0
2166,907420060,168675,12.035729065495628,3,7,3,1,8333,3,64.0,2,1491,7,3,1,4,1491,3,738.0,6,3,614.0,2,8,1,1,0,0,1,1,1,4,0
1622,527158090,160000,11.982929094215963,3,6,3,0,10147,2,60.0,2,1694,7,2,1,3,1694,3,578.0,7,2,750.0,2,9,1,0,0,0,0,0,13,4,0
1299,902136110,95000,11.461632170582678,1,5,2,0,5914,3,44.0,0,1080,5,3,0,0,1080,1,684.0,4,2,195.0,0,0,0,0,0,0,0,1,12,4,0
832,906392130,173000,12.061046873479915,3,6,3,1,11646,2,79.0,2,1422,7,3,1,4,1422,3,704.0,8,3,504.0,2,9,1,1,0,0,1,1,3,4,0
2470,528488130,187750,12.14286656962638,4,7,4,0,7200,3,60.0,2,1301,5,3,1,4,1301,3,1293.0,6,3,909.0,2,8,1,1,0,0,1,1,0,4,1
1017,527301170,215000,12.2783933071098,3,7,3,1,20544,2,46.0,2,2093,7,2,1,3,2093,3,791.0,6,2,1092.0,2,9,0,1,0,0,0,0,17,4,0
1384,905107380,120000,11.695247021764184,2,5,3,0,9981,2,60.0,2,1073,6,2,0,0,1073,1,1294.0,9,2,700.0,1,8,0,1,0,0,0,0,41,4,0
1790,528439080,249000,12.425208175446844,4,7,3,0,8251,3,70.0,2,1506,7,3,1,4,1506,3,2272.0,13,3,1042.0,2,8,1,1,0,0,1,0,1,4,0
2530,534175100,164500,12.010665849187564,3,7,3,0,10140,3,78.0,2,1334,7,2,0,0,1334,3,1887.0,8,2,1060.0,2,8,0,1,0,1,0,0,39,4,0
2893,916252170,230000,12.345834587905332,4,7,2,0,8239,2,60.0,2,1295,5,3,0,0,1295,2,0.0,0,3,312.0,1,8,0,1,0,0,0,1,20,4,0
2027,903426010,140000,11.84939770159144,1,7,2,0,5700,2,60.0,2,1344,6,3,1,4,1344,3,1008.0,7,2,526.0,2,7,0,1,0,0,0,1,17,3,0
683,535452140,118900,11.686038082678872,2,5,3,0,7200,3,60.0,2,732,4,2,0,0,732,2,1362.0,9,2,308.0,1,7,0,0,1,0,0,1,57,4,0
823,906378110,239900,12.387977448827789,3,8,3,0,9178,3,71.0,2,1468,6,3,1,4,1468,2,1468.0,8,3,1238.0,3,8,1,1,0,0,1,1,1,4,0
2374,527452070,146300,11.893414587008216,2,6,3,0,4043,3,53.0,2,1069,4,2,1,1,1069,3,1796.0,10,2,720.0,2,8,0,1,0,0,0,1,31,4,0
1594,923225080,124000,11.728036844587177,1,5,2,0,4224,3,60.0,2,1040,6,2,0,0,1040,1,1809.0,11,2,599.0,2,7,1,1,0,0,0,1,33,4,0
2049,905100060,130000,11.77528972943772,2,5,3,0,11235,3,75.0,2,999,6,2,0,0,999,2,1850.0,12,2,524.0,1,7,0,0,1,0,0,1,44,4,0
1813,531385070,179000,12.095141084822892,2,7,3,0,8450,3,65.0,2,1349,6,2,0,0,1349,2,1349.0,6,2,822.0,2,7,1,1,0,0,1,0,6,4,0
365,527180100,180500,12.103486056755072,3,7,3,0,11851,3,99.0,2,1442,5,2,0,0,1442,2,1424.0,6,2,1042.0,2,8,1,1,0,0,0,1,19,4,0
176,902125160,80000,11.289781913656018,1,4,2,0,4608,3,47.0,2,747,4,2,0,0,747,1,747.0,5,2,220.0,1,7,0,1,0,0,0,1,60,4,0
510,528435030,287090,12.567551034433226,4,8,3,0,9262,3,78.0,2,1578,7,4,1,4,1578,2,1573.0,6,3,1070.0,3,9,1,1,0,0,0,0,0,4,1
1326,902427045,97000,11.48246625748552,1,5,2,0,12702,3,70.0,2,882,4,2,0,0,882,1,0.0,0,2,353.0,1,7,1,0,1,0,0,1,52,3,0
2423,528228360,246990,12.417103128960582,3,7,3,0,2938,3,60.0,2,1511,5,3,1,3,1511,3,2406.0,13,3,598.0,2,9,1,1,0,0,1,0,4,4,0
1631,527175130,154204,11.946031680112146,3,6,3,0,18160,3,160.0,1,1128,6,2,1,3,1128,2,1852.0,10,2,972.0,2,7,0,1,0,0,0,0,43,4,0
1263,535425060,186000,12.133501952695338,2,7,3,0,11355,2,76.0,2,1312,6,2,1,4,1312,2,1949.0,8,2,1068.0,2,8,0,1,0,0,0,0,7,4,0
1046,527451550,111750,11.624019512475815,1,5,2,0,1680,3,21.0,2,1302,6,2,0,0,1302,3,980.0,7,2,620.0,1,7,0,0,1,0,0,0,36,4,0
47,528176010,500000,13.122363377404328,4,9,3,0,14300,3,110.0,2,2696,10,4,2,4,2696,4,4219.0,15,4,2423.0,3,9,1,1,0,1,1,0,6,4,0
1424,906378190,177439,12.086382166860467,3,7,3,1,10616,2,65.0,2,1356,6,3,1,4,1356,3,628.0,6,3,608.0,2,9,1,0,0,0,1,1,1,4,1
429,528108070,335000,12.721885810807205,4,9,3,1,11308,2,96.0,2,2184,10,4,1,4,2184,4,2040.0,14,4,1092.0,3,9,1,1,0,0,1,0,1,4,0
1031,527359070,205000,12.230765258120543,3,7,3,1,10480,3,80.0,2,1964,8,2,1,4,1964,3,1206.0,9,2,1212.0,2,8,0,1,0,1,0,0,32,4,0
1635,527184110,212000,12.26434155365415,4,8,3,0,5118,2,35.0,2,1321,4,3,1,3,1321,2,2238.0,14,3,688.0,2,8,1,1,0,0,0,1,17,4,0
